Word|Definition|Sentence|Mnemonic|Tag
consult|i. 请教；商议；当顾问查阅；商量；向…请教|They consult together every morning.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
consume|消耗，消费；使…着迷；挥霍i. 耗尽，毁灭；耗尽生命|They consume together every morning.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
consumer|消费者；用户，顾客|This consumer helps us understand the world better.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
contact|接触，联系使接触，联系i. 使接触，联系|The contact is very important in daily life.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
contain|i. 含有；自制包含；控制；容纳；牵制（敌军）|Don't contained your time on useless things.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
container|集装箱；容器|This container helps us understand the world better.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
contemporary|同时代的人；同时期的东西当代的；同时代的；属于同一时期的|She bought a new contemporary yesterday.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
content|内容，目录；满足；容量满意的使满足|This content helps us understand the world better.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
contest|竞赛；争夺；争论争辩；质疑i. 竞争；争辩|This contest helps us understand the world better.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
context|环境；上下文；来龙去脉|This context helps us understand the world better.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
continent|大陆，洲，陆地自制的，克制的|The continent is very important in daily life.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
continental|欧洲人大陆的；大陆性的|She bought a new continental yesterday.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
continue|继续说…；使…继续；使…延长i. 继续，延续；仍旧，连续|They continue together every morning.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
contract|合同；婚约感染；订约；使缩短i. 收缩；感染；订约|This contract helps us understand the world better.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
contrary|相反；反面相反的；对立的相反地|The contrary is very important in daily life.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
contrast|对比；差别；对照物使对比；使与…对照i. 对比；形成对照|She bought a new contrast yesterday.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
contribute|贡献，出力；投稿；捐献i. 贡献，出力；投稿；捐献|They contribute together every morning.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
contribution|贡献；捐献；投稿|The contribution is very important in daily life.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
control|控制；管理；抑制；操纵装置控制；管理；抑制|The control is very important in daily life.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
convenience|便利；厕所；便利的事物|The convenience is very important in daily life.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
convenient|方便的；适当的；近便的；实用的|It was a very convenient day.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
conversation|交谈，会话；社交；交往，交际；会谈；（人与计算机的）人机对话|This conversation helps us understand the world better.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
convey|传达；运输；让与|He always conveys on weekends.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
convince|说服；使确信，使信服|They convince together every morning.|com-/con- 表示“共同”，如 connect（连接）|Gaokao-Core
cook|厨师，厨子烹调，煮i. 烹调，做菜|The cook is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
cooker|炊具；烹饪用水果；窜改者|She bought a new cooker yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
cool|凉爽；凉爽的空气凉爽的；冷静的；出色的使…冷却；使…平静下来i. 变凉；平息冷静地|She bought a new cool yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
cooperate|i. 合作，配合；协力|Don't cooperateed your time on useless things.|联想记忆：结合语境多读多用！|Gaokao-Core
cope|长袍i. 处理；对付；竞争|She bought a new cope yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
copy|副本；一册；摹仿复制；复印；抄袭i. 复制；复印；抄袭|This copy helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
corn|（美）玉米；（英）谷物； 鸡眼腌；使成颗粒|The corn is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
corner|角落，拐角处；地区，偏僻处；困境，窘境垄断；迫至一隅；使陷入绝境；把…难住i. 囤积；相交成角|She bought a new corner yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
corporation|公司；法人（团体）；社团；大腹便便；市政当局|She bought a new corporation yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
correct|正确的；恰当的；端正的改正；告诫i. 调整；纠正错误|Don't corrected your time on useless things.|联想记忆：结合语境多读多用！|Gaokao-Core
corridor|走廊|She bought a new corridor yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
cost|费用，代价，成本；损失花费；使付出；使花许多钱i. 花费|She bought a new cost yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
cotton|棉花；棉布；棉线棉的；棉制的i. 一致；理解；和谐；亲近|She bought a new cotton yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
cough|咳嗽，咳嗽声；咳嗽病咳出i. 咳嗽|This cough helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
could|aux. 能够能（can的过去式）|This could helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
count|计数；计算；伯爵计算；认为i. 计数；有价值|The count is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
counter|柜台；对立面；计数器；（某些棋盘游戏的）筹码i. 逆向移动，对着干；反驳相反的反击，还击；反向移动，对着干；反驳，回答反方向地；背道而驰地|She bought a new counter yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
country|国家，国土；国民；乡下，农村；乡村；故乡祖国的，故乡的；地方的，乡村的；国家的；粗鲁的；乡村音乐的|This country helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
countryside|农村，乡下；乡下的全体居民|This countryside helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
county|郡，县|The county is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
couple|对；夫妇；数个结合；连接；连合i. 结合；成婚|She bought a new couple yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
courage|勇气；胆量|This courage helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
course|科目；课程；过程；进程；道路；路线，航向；一道菜追赶；跑过i. 指引航线；快跑|She bought a new course yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
court|法院；球场；朝廷；奉承招致（失败、危险等）；向…献殷勤；设法获得i. 求爱|This court helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
cousin|堂兄弟姊妹；表兄弟姊妹|This cousin helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
cover|封面，封皮；盖子；掩蔽物;幌子，借口包括；采访，报导；涉及i. 覆盖；代替|The cover is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
cow|奶牛，母牛；母兽威胁，恐吓|She bought a new cow yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
crack|裂缝；声变；噼啪声最好的；高明的i. 破裂；爆裂使破裂；打开；变声|This crack helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
craft|工艺；手艺；太空船精巧地制作|The craft is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
crash|撞碎；坠毁；破产；轰隆声；睡觉i. 摔碎；坠落；发出隆隆声；(金融企业等)破产打碎；使坠毁、撞坏；擅自闯入|The crash is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
crawl|爬行；养鱼池；匍匐而行爬行；缓慢地行进i. 爬行；匍匐行进|This crawl helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
crazy|疯狂的；狂热的，着迷的|It was a very crazy day.|联想记忆：结合语境多读多用！|Gaokao-Core
cream|奶油，乳脂；精华；面霜；乳酪|She bought a new cream yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
create|创造，创作；造成|He always creates on weekends.|联想记忆：结合语境多读多用！|Gaokao-Core
